"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","GDP","TOT","USD_CAP","A","2018",43427.663143,
"ITA","GDP","TOT","USD_CAP","A","2019",44376.174443,
"ITA","GDP","TOT","USD_CAP","A","2020",41995.337395,
"ITA","GDP","TOT","USD_CAP","A","2021",46764.531228,
"JPN","GDP","TOT","USD_CAP","A","2017",41531.221619,
"JPN","GDP","TOT","USD_CAP","A","2018",42239.050068,
"JPN","GDP","TOT","USD_CAP","A","2019",42438.755946,
"JPN","GDP","TOT","USD_CAP","A","2020",42285.325693,
"KOR","GDP","TOT","USD_CAP","A","2017",40957.347064,
"KOR","GDP","TOT","USD_CAP","A","2018",43025.990397,
"KOR","GDP","TOT","USD_CAP","A","2019",43044.8068,
"KOR","GDP","TOT","USD_CAP","A","2020",45274.090605,"P"
"LUX","GDP","TOT","USD_CAP","A","2017",114862.528755,
"LUX","GDP","TOT","USD_CAP","A","2018",116801.142101,
"LUX","GDP","TOT","USD_CAP","A","2019",117058.928146,
"LUX","GDP","TOT","USD_CAP","A","2020",117721.247087,
"LUX","GDP","TOT","USD_CAP","A","2021",136239.864052,
"MEX","GDP","TOT","USD_CAP","A","2017",19947.197691,
"MEX","GDP","TOT","USD_CAP","A","2018",20354.829507,
"MEX","GDP","TOT","USD_CAP","A","2019",20145.644354,"P"
"MEX","GDP","TOT","USD_CAP","A","2020",18962.568201,"P"
"NLD","GDP","TOT","USD_CAP","A","2017",55089.58143,
"NLD","GDP","TOT","USD_CAP","A","2018",57825.399708,
"NLD","GDP","TOT","USD_CAP","A","2019",59003.864774,"P"
"NLD","GDP","TOT","USD_CAP","A","2020",59265.247282,"P"
"NLD","GDP","TOT","USD_CAP","A","2021",64655.521222,"P"
"NZL","GDP","TOT","USD_CAP","A","2017",42074.660571,
"NZL","GDP","TOT","USD_CAP","A","2018",42388.6241,
"NZL","GDP","TOT","USD_CAP","A","2019",44973.230893,
"NZL","GDP","TOT","USD_CAP","A","2020",44288.377932,"E"
"NOR","GDP","TOT","USD_CAP","A","2017",64050.366694,
"NOR","GDP","TOT","USD_CAP","A","2018",69807.225536,
"NOR","GDP","TOT","USD_CAP","A","2019",66797.863207,
"NOR","GDP","TOT","USD_CAP","A","2020",62650.379161,
"NOR","GDP","TOT","USD_CAP","A","2021",68452.835569,
"POL","GDP","TOT","USD_CAP","A","2017",29714.590984,
"POL","GDP","TOT","USD_CAP","A","2018",31588.493559,
"POL","GDP","TOT","USD_CAP","A","2019",33427.503432,
"POL","GDP","TOT","USD_CAP","A","2020",33880.291848,
"POL","GDP","TOT","USD_CAP","A","2021",37750.363241,
"PRT","GDP","TOT","USD_CAP","A","2017",33044.70015,
"PRT","GDP","TOT","USD_CAP","A","2018",34928.61899,
"PRT","GDP","TOT","USD_CAP","A","2019",36171.964841,
"PRT","GDP","TOT","USD_CAP","A","2020",34177.019943,"P"
"PRT","GDP","TOT","USD_CAP","A","2021",36381.496744,"P"
"SVK","GDP","TOT","USD_CAP","A","2017",30066.187534,
"SVK","GDP","TOT","USD_CAP","A","2018",31218.960027,
"SVK","GDP","TOT","USD_CAP","A","2019",31971.867433,
"SVK","GDP","TOT","USD_CAP","A","2020",31346.275873,
"SVK","GDP","TOT","USD_CAP","A","2021",33409.225482,
"ESP","GDP","TOT","USD_CAP","A","2017",39580.188366,
"ESP","GDP","TOT","USD_CAP","A","2018",40756.445269,
"ESP","GDP","TOT","USD_CAP","A","2019",41721.222195,"P"
"ESP","GDP","TOT","USD_CAP","A","2020",37764.086581,"P"
"ESP","GDP","TOT","USD_CAP","A","2021",41345.782587,"P"
"SWE","GDP","TOT","USD_CAP","A","2017",51947.942867,
"SWE","GDP","TOT","USD_CAP","A","2018",53521.635778,
"SWE","GDP","TOT","USD_CAP","A","2019",54598.781841,
"SWE","GDP","TOT","USD_CAP","A","2020",55064.882335,
"SWE","GDP","TOT","USD_CAP","A","2021",60383.007962,
"CHE","GDP","TOT","USD_CAP","A","2017",69103.567686,
"CHE","GDP","TOT","USD_CAP","A","2018",71660.23286,
"CHE","GDP","TOT","USD_CAP","A","2019",72033.948683,
"CHE","GDP","TOT","USD_CAP","A","2020",71731.951611,
"CHE","GDP","TOT","USD_CAP","A","2021",76902.376648,"P"
"TUR","GDP","TOT","USD_CAP","A","2017",28193.061398,
"TUR","GDP","TOT","USD_CAP","A","2018",28281.473275,
"TUR","GDP","TOT","USD_CAP","A","2019",27144.223561,
"TUR","GDP","TOT","USD_CAP","A","2020",27547.040639,
"GBR","GDP","TOT","USD_CAP","A","2017",46385.63354,
"GBR","GDP","TOT","USD_CAP","A","2018",47590.888987,
"GBR","GDP","TOT","USD_CAP","A","2019",49070.333125,
"GBR","GDP","TOT","USD_CAP","A","2020",46575.886428,
"USA","GDP","TOT","USD_CAP","A","2017",59896.756042,
"USA","GDP","TOT","USD_CAP","A","2018",62783.978541,
"USA","GDP","TOT","USD_CAP","A","2019",65055.785369,
"USA","GDP","TOT","USD_CAP","A","2020",63285.232257,
"CHL","GDP","TOT","USD_CAP","A","2017",24402.005375,
"CHL","GDP","TOT","USD_CAP","A","2018",25657.646568,
"CHL","GDP","TOT","USD_CAP","A","2019",25280.377354,
"CHL","GDP","TOT","USD_CAP","A","2020",24689.386781,"E"
"CHN","GDP","TOT","USD_CAP","A","2017",14306.396116,
"COL","GDP","TOT","USD_CAP","A","2017",14479.812544,
"COL","GDP","TOT","USD_CAP","A","2018",15439.041412,
"COL","GDP","TOT","USD_CAP","A","2019",16146.84016,"P"
"COL","GDP","TOT","USD_CAP","A","2020",15370.76139,"E"
"EST","GDP","TOT","USD_CAP","A","2017",33867.803542,
"EST","GDP","TOT","USD_CAP","A","2018",36327.527923,
"EST","GDP","TOT","USD_CAP","A","2019",37909.467474,
"EST","GDP","TOT","USD_CAP","A","2020",37659.452305,
"EST","GDP","TOT","USD_CAP","A","2021",42910.989104,
"IND","GDP","TOT","USD_CAP","A","2017",6299.036721,
"IND","GDP","TOT","USD_CAP","A","2018",6804.352631,
"IND","GDP","TOT","USD_CAP","A","2019",7130.50381,
"IDN","GDP","TOT","USD_CAP","A","2017",11050.882373,
"ISR","GDP","TOT","USD_CAP","A","2017",39137.375997,
"ISR","GDP","TOT","USD_CAP","A","2018",39914.217473,
"ISR","GDP","TOT","USD_CAP","A","2019",40020.387326,
"ISR","GDP","TOT","USD_CAP","A","2020",39492.618348,
"RUS","GDP","TOT","USD_CAP","A","2017",25926.431403,
"RUS","GDP","TOT","USD_CAP","A","2018",28821.242897,
"RUS","GDP","TOT","USD_CAP","A","2019",29967.119348,
"RUS","GDP","TOT","USD_CAP","A","2020",29819.046969,"E"
"SVN","GDP","TOT","USD_CAP","A","2017",36517.579273,
"SVN","GDP","TOT","USD_CAP","A","2018",38998.007761,
"SVN","GDP","TOT","USD_CAP","A","2019",40658.631737,
"SVN","GDP","TOT","USD_CAP","A","2020",39718.051823,
"SVN","GDP","TOT","USD_CAP","A","2021",44221.95132,
"ZAF","GDP","TOT","USD_CAP","A","2017",12952.21634,
"ZAF","GDP","TOT","USD_CAP","A","2018",13193.179777,
"ZAF","GDP","TOT","USD_CAP","A","2019",13219.802898,
"ZAF","GDP","TOT","USD_CAP","A","2020",12289.913445,
"OECD","GDP","TOT","USD_CAP","A","2017",43486.542101,
"OECD","GDP","TOT","USD_CAP","A","2018",45189.878994,"P"
"OECD","GDP","TOT","USD_CAP","A","2019",46113.931759,"E"
"OECD","GDP","TOT","USD_CAP","A","2020",45026.609206,"E"
"OECDE","GDP","TOT","USD_CAP","A","2017",42601.251143,
"OECDE","GDP","TOT","USD_CAP","A","2018",44226.280242,"P"
"OECDE","GDP","TOT","USD_CAP","A","2019",45118.552125,"P"
"OECDE","GDP","TOT","USD_CAP","A","2020",43847.658886,"P"
"LVA","GDP","TOT","USD_CAP","A","2017",28689.57466,
"LVA","GDP","TOT","USD_CAP","A","2018",30891.884185,
"LVA","GDP","TOT","USD_CAP","A","2019",31893.84669,
"LVA","GDP","TOT","USD_CAP","A","2020",31392.270776,
"LVA","GDP","TOT","USD_CAP","A","2021",35089.86228,
"BRA","GDP","TOT","USD_CAP","A","2017",14596.889676,
"BRA","GDP","TOT","USD_CAP","A","2018",15090.63762,
"BRA","GDP","TOT","USD_CAP","A","2019",15416.981836,
"LTU","GDP","TOT","USD_CAP","A","2017",33761.906595,
"LTU","GDP","TOT","USD_CAP","A","2018",36376.197676,
"LTU","GDP","TOT","USD_CAP","A","2019",38540.745344,
"LTU","GDP","TOT","USD_CAP","A","2020",38880.543234,
"LTU","GDP","TOT","USD_CAP","A","2021",43297.140121,
"SAU","GDP","TOT","USD_CAP","A","2017",47862.022249,
"SAU","GDP","TOT","USD_CAP","A","2018",49157.12264,
"SAU","GDP","TOT","USD_CAP","A","2019",49020.211911,
"SAU","GDP","TOT","USD_CAP","A","2020",46342.597702,
"EA19","GDP","TOT","USD_CAP","A","2017",45708.459921,
"EA19","GDP","TOT","USD_CAP","A","2018",47639.867483,
"EA19","GDP","TOT","USD_CAP","A","2019",48849.909538,
"EA19","GDP","TOT","USD_CAP","A","2020",47133.085798,
"EA19","GDP","TOT","USD_CAP","A","2021",51801.168105,
"ARG","GDP","TOT","USD_CAP","A","2017",23597.117759,
"ARG","GDP","TOT","USD_CAP","A","2018",22974.145391,
"ARG","GDP","TOT","USD_CAP","A","2019",22624.777542,
"CRI","GDP","TOT","USD_CAP","A","2017",20368.230268,
"CRI","GDP","TOT","USD_CAP","A","2018",21283.952686,"E"
"CRI","GDP","TOT","USD_CAP","A","2019",22434.40162,"E"
"CRI","GDP","TOT","USD_CAP","A","2020",22028.034603,"E"
"BGR","GDP","TOT","USD_CAP","A","2017",21470.001359,
"BGR","GDP","TOT","USD_CAP","A","2018",23016.014654,
"BGR","GDP","TOT","USD_CAP","A","2019",24497.491636,
"BGR","GDP","TOT","USD_CAP","A","2020",24564.265224,
"HRV","GDP","TOT","USD_CAP","A","2017",27119.160852,
"HRV","GDP","TOT","USD_CAP","A","2018",28856.061284,
"HRV","GDP","TOT","USD_CAP","A","2019",30529.128409,
"HRV","GDP","TOT","USD_CAP","A","2020",28783.202973,"P"
"CYP","GDP","TOT","USD_CAP","A","2017",38288.138059,
"CYP","GDP","TOT","USD_CAP","A","2018",40559.350212,
"CYP","GDP","TOT","USD_CAP","A","2019",42338.707136,
"CYP","GDP","TOT","USD_CAP","A","2020",39466.026954,"P"
"MLT","GDP","TOT","USD_CAP","A","2017",43530.51147,
"MLT","GDP","TOT","USD_CAP","A","2018",45591.756703,
"MLT","GDP","TOT","USD_CAP","A","2019",47362.602171,
"MLT","GDP","TOT","USD_CAP","A","2020",43180.931997,
"ROU","GDP","TOT","USD_CAP","A","2017",27136.130672,
"ROU","GDP","TOT","USD_CAP","A","2018",29338.106903,
"ROU","GDP","TOT","USD_CAP","A","2019",31860.316301,
"ROU","GDP","TOT","USD_CAP","A","2020",32182.141746,"P"
"MKD","GDP","TOT","USD_CAP","A","2017",15706.475893,"E"
"MKD","GDP","TOT","USD_CAP","A","2018",16796.386112,"E"
"ZMB","GDP","TOT","USD_CAP","A","2017",3484.940724,
"ZMB","GDP","TOT","USD_CAP","A","2018",3606.038196,
"ZMB","GDP","TOT","USD_CAP","A","2019",3617.2069,
"HKG","GDP","TOT","USD_CAP","A","2017",59846.819225,"E"
"HKG","GDP","TOT","USD_CAP","A","2018",62529.057493,"E"
"HKG","GDP","TOT","USD_CAP","A","2019",62109.41012,"E"
"HKG","GDP","TOT","USD_CAP","A","2020",59210.467813,"E"
"MDG","GDP","TOT","USD_CAP","A","2017",1601.521574,"E"
"MDG","GDP","TOT","USD_CAP","A","2018",1643.983294,"E"
"MDG","GDP","TOT","USD_CAP","A","2019",1702.788076,"E"
"MDG","GDP","TOT","USD_CAP","A","2020",1560.022834,"E"
"MAR","GDP","TOT","USD_CAP","A","2017",7581.215412,"E"
"MAR","GDP","TOT","USD_CAP","A","2018",7923.993415,"E"
"MAR","GDP","TOT","USD_CAP","A","2019",8190.211658,"E"
"MAR","GDP","TOT","USD_CAP","A","2020",7685.557723,"E"
"SGP","GDP","TOT","USD_CAP","A","2017",95354.734241,
"SGP","GDP","TOT","USD_CAP","A","2018",100575.378913,
"SGP","GDP","TOT","USD_CAP","A","2019",102565.651273,
"SGP","GDP","TOT","USD_CAP","A","2020",98479.999204,
"EU27_2020","GDP","TOT","USD_CAP","A","2017",42704.066965,
"EU27_2020","GDP","TOT","USD_CAP","A","2018",44665.268457,
"EU27_2020","GDP","TOT","USD_CAP","A","2019",46028.384912,
"EU27_2020","GDP","TOT","USD_CAP","A","2020",44755.337793,
"EU27_2020","GDP","TOT","USD_CAP","A","2021",48895.109214,
"ALB","GDP","TOT","USD_CAP","A","2017",12771.000645,
"ALB","GDP","TOT","USD_CAP","A","2018",13498.208259,
"ALB","GDP","TOT","USD_CAP","A","2019",13997.946197,"P"
"ALB","GDP","TOT","USD_CAP","A","2020",13332.805644,"E"
"SRB","GDP","TOT","USD_CAP","A","2017",16611.065646,
"SRB","GDP","TOT","USD_CAP","A","2018",17717.993568,
"SRB","GDP","TOT","USD_CAP","A","2019",18822.316982,
"SRB","GDP","TOT","USD_CAP","A","2020",19093.866415,
"GEO","GDP","TOT","USD_CAP","A","2017",13589.730377,
"GEO","GDP","TOT","USD_CAP","A","2018",14595.613876,
"GEO","GDP","TOT","USD_CAP","A","2019",15623.152943,
"GEO","GDP","TOT","USD_CAP","A","2020",14732.404129,
