LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IDN,TRADEGOODSERV,IMP,MLN_USD,A,2019,196463.073,
IDN,TRADEGOODSERV,IMP,MLN_USD,A,2020,163619.521,P
IDN,TRADEGOODSERV,IMP,MLN_USD,A,2021,201754.026,P
ISR,TRADEGOODSERV,IMP,MLN_USD,A,2017,97696.482,
ISR,TRADEGOODSERV,IMP,MLN_USD,A,2018,104342.744,
ISR,TRADEGOODSERV,IMP,MLN_USD,A,2019,107866.67,
ISR,TRADEGOODSERV,IMP,MLN_USD,A,2020,97661.231,
ISR,TRADEGOODSERV,IMP,MLN_USD,A,2021,115976.111,
LVA,TRADEGOODSERV,IMP,MLN_USD,A,2017,18995.431,
LVA,TRADEGOODSERV,IMP,MLN_USD,A,2018,20217.655,
LVA,TRADEGOODSERV,IMP,MLN_USD,A,2019,20826.348,
LVA,TRADEGOODSERV,IMP,MLN_USD,A,2020,20312.991,
LVA,TRADEGOODSERV,IMP,MLN_USD,A,2021,23047.607,
LTU,TRADEGOODSERV,IMP,MLN_USD,A,2017,33431.09,
LTU,TRADEGOODSERV,IMP,MLN_USD,A,2018,35443.321,
LTU,TRADEGOODSERV,IMP,MLN_USD,A,2019,37589.929,
LTU,TRADEGOODSERV,IMP,MLN_USD,A,2020,35943.421,
LTU,TRADEGOODSERV,IMP,MLN_USD,A,2021,42052.784,
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2017,318273.903,
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2018,326730.797,
RUS,TRADEGOODSERV,IMP,MLN_USD,A,2019,337879.61,
SVN,TRADEGOODSERV,IMP,MLN_USD,A,2017,35063.24,
SVN,TRADEGOODSERV,IMP,MLN_USD,A,2018,37548.083,
SVN,TRADEGOODSERV,IMP,MLN_USD,A,2019,39301.897,
SVN,TRADEGOODSERV,IMP,MLN_USD,A,2020,35537.282,
SVN,TRADEGOODSERV,IMP,MLN_USD,A,2021,41708.809,
ZAF,TRADEGOODSERV,IMP,MLN_USD,A,2017,96948.013,
ZAF,TRADEGOODSERV,IMP,MLN_USD,A,2018,100143.762,
ZAF,TRADEGOODSERV,IMP,MLN_USD,A,2019,99656.7,
ZAF,TRADEGOODSERV,IMP,MLN_USD,A,2020,83099.044,
OECD,TRADEGOODSERV,IMP,MLN_USD,A,2017,13899177.02,
OECD,TRADEGOODSERV,IMP,MLN_USD,A,2018,14400771.9,E
OECD,TRADEGOODSERV,IMP,MLN_USD,A,2019,14731107.68,E
OECD,TRADEGOODSERV,IMP,MLN_USD,A,2020,13462676.81,E
OECDE,TRADEGOODSERV,IMP,MLN_USD,A,2017,7873485.014,
OECDE,TRADEGOODSERV,IMP,MLN_USD,A,2018,8144294.072,P
OECDE,TRADEGOODSERV,IMP,MLN_USD,A,2019,8455632.216,P
OECDE,TRADEGOODSERV,IMP,MLN_USD,A,2020,7729636.199,P
EA19,TRADEGOODSERV,IMP,MLN_USD,A,2017,5322641.803,
EA19,TRADEGOODSERV,IMP,MLN_USD,A,2018,5524291.874,
EA19,TRADEGOODSERV,IMP,MLN_USD,A,2019,5785411.236,
EA19,TRADEGOODSERV,IMP,MLN_USD,A,2020,5265508.727,
EA19,TRADEGOODSERV,IMP,MLN_USD,A,2021,5723603.95,
CRI,TRADEGOODSERV,EXP,MLN_USD,A,2017,19812.845,
CRI,TRADEGOODSERV,EXP,MLN_USD,A,2018,20744.864,E
CRI,TRADEGOODSERV,EXP,MLN_USD,A,2019,21364.242,E
CRI,TRADEGOODSERV,EXP,MLN_USD,A,2020,19338.741,E
CRI,TRADEGOODSERV,IMP,MLN_USD,A,2017,19860.074,
CRI,TRADEGOODSERV,IMP,MLN_USD,A,2018,19900.481,E
CRI,TRADEGOODSERV,IMP,MLN_USD,A,2019,19802.5,E
CRI,TRADEGOODSERV,IMP,MLN_USD,A,2020,18239,E
BGR,TRADEGOODSERV,EXP,MLN_USD,A,2017,37214.929,
BGR,TRADEGOODSERV,EXP,MLN_USD,A,2018,37861.234,
BGR,TRADEGOODSERV,EXP,MLN_USD,A,2019,39366.023,
BGR,TRADEGOODSERV,EXP,MLN_USD,A,2020,34615.731,
BGR,TRADEGOODSERV,EXP,MLN_USD,A,2021,38041.974,P
BGR,TRADEGOODSERV,IMP,MLN_USD,A,2017,36058.365,
BGR,TRADEGOODSERV,IMP,MLN_USD,A,2018,38136.362,
BGR,TRADEGOODSERV,IMP,MLN_USD,A,2019,40127.087,
BGR,TRADEGOODSERV,IMP,MLN_USD,A,2020,37962.734,
BGR,TRADEGOODSERV,IMP,MLN_USD,A,2021,42576.038,P
HRV,TRADEGOODSERV,EXP,MLN_USD,A,2017,26281.47,
HRV,TRADEGOODSERV,EXP,MLN_USD,A,2018,27255.864,
HRV,TRADEGOODSERV,EXP,MLN_USD,A,2019,29120.831,
HRV,TRADEGOODSERV,EXP,MLN_USD,A,2020,22502.966,P
HRV,TRADEGOODSERV,EXP,MLN_USD,A,2021,29997.883,P
HRV,TRADEGOODSERV,IMP,MLN_USD,A,2017,26396.014,
HRV,TRADEGOODSERV,IMP,MLN_USD,A,2018,28376.042,
HRV,TRADEGOODSERV,IMP,MLN_USD,A,2019,30228.705,
HRV,TRADEGOODSERV,IMP,MLN_USD,A,2020,26522.458,P
HRV,TRADEGOODSERV,IMP,MLN_USD,A,2021,30422.784,P
CYP,TRADEGOODSERV,EXP,MLN_USD,A,2017,16555.601,
CYP,TRADEGOODSERV,EXP,MLN_USD,A,2018,17759.306,
CYP,TRADEGOODSERV,EXP,MLN_USD,A,2019,19088.466,
CYP,TRADEGOODSERV,EXP,MLN_USD,A,2020,18113.733,P
CYP,TRADEGOODSERV,IMP,MLN_USD,A,2017,16861.828,
CYP,TRADEGOODSERV,IMP,MLN_USD,A,2018,17590.817,
CYP,TRADEGOODSERV,IMP,MLN_USD,A,2019,19057.582,
CYP,TRADEGOODSERV,IMP,MLN_USD,A,2020,18572.04,P
MLT,TRADEGOODSERV,EXP,MLN_USD,A,2017,19312.151,
MLT,TRADEGOODSERV,EXP,MLN_USD,A,2018,19291.59,
MLT,TRADEGOODSERV,EXP,MLN_USD,A,2019,20402.72,
MLT,TRADEGOODSERV,EXP,MLN_USD,A,2020,19116.621,
MLT,TRADEGOODSERV,IMP,MLN_USD,A,2017,17203.206,
MLT,TRADEGOODSERV,IMP,MLN_USD,A,2018,17280.495,
MLT,TRADEGOODSERV,IMP,MLN_USD,A,2019,18457.012,
MLT,TRADEGOODSERV,IMP,MLN_USD,A,2020,17954.423,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2017,92217.379,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2018,97123.431,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2019,102327.575,
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2020,92704.013,P
ROU,TRADEGOODSERV,EXP,MLN_USD,A,2021,102973.748,P
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2017,97489.636,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2018,105898.673,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2019,114954.362,
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2020,108984.384,P
ROU,TRADEGOODSERV,IMP,MLN_USD,A,2021,123883.18,P
MKD,TRADEGOODSERV,EXP,MLN_USD,A,2017,6052.315,
MKD,TRADEGOODSERV,EXP,MLN_USD,A,2018,7078.178,P
MKD,TRADEGOODSERV,IMP,MLN_USD,A,2017,7949.964,
MKD,TRADEGOODSERV,IMP,MLN_USD,A,2018,8974.171,P
IND,TRADEGOODSERV,EXP,MLN_USD,A,2017,466924.764,
IND,TRADEGOODSERV,EXP,MLN_USD,A,2018,524574.4,
IND,TRADEGOODSERV,EXP,MLN_USD,A,2019,507233.54,
IND,TRADEGOODSERV,IMP,MLN_USD,A,2017,581746.44,
IND,TRADEGOODSERV,IMP,MLN_USD,A,2018,631817.221,
IND,TRADEGOODSERV,IMP,MLN_USD,A,2019,626893.158,
CHN,TRADEGOODSERV,EXP,MLN_USD,A,2017,645894.968,
CHN,TRADEGOODSERV,EXP,MLN_USD,A,2018,669497.006,
CHN,TRADEGOODSERV,EXP,MLN_USD,A,2019,628331.779,
CHN,TRADEGOODSERV,EXP,MLN_USD,A,2020,590978.906,
CHN,TRADEGOODSERV,IMP,MLN_USD,A,2017,643824.512,
CHN,TRADEGOODSERV,IMP,MLN_USD,A,2018,672710.214,
CHN,TRADEGOODSERV,IMP,MLN_USD,A,2019,623974.357,
CHN,TRADEGOODSERV,IMP,MLN_USD,A,2020,585538.221,
MDG,TRADEGOODSERV,EXP,MLN_USD,A,2017,4628.202,
MDG,TRADEGOODSERV,EXP,MLN_USD,A,2018,4741.561,
MDG,TRADEGOODSERV,EXP,MLN_USD,A,2019,5258.969,
MDG,TRADEGOODSERV,EXP,MLN_USD,A,2020,3332.307,
MDG,TRADEGOODSERV,IMP,MLN_USD,A,2017,4819.931,
MDG,TRADEGOODSERV,IMP,MLN_USD,A,2018,5356.776,
MDG,TRADEGOODSERV,IMP,MLN_USD,A,2019,5600.593,
MDG,TRADEGOODSERV,IMP,MLN_USD,A,2020,4671.652,
MAR,TRADEGOODSERV,EXP,MLN_USD,A,2017,41438.352,
MAR,TRADEGOODSERV,EXP,MLN_USD,A,2018,43942.418,
MAR,TRADEGOODSERV,EXP,MLN_USD,A,2019,46679.452,
MAR,TRADEGOODSERV,EXP,MLN_USD,A,2020,39994.966,
MAR,TRADEGOODSERV,IMP,MLN_USD,A,2017,52985.262,
MAR,TRADEGOODSERV,IMP,MLN_USD,A,2018,56916.51,
MAR,TRADEGOODSERV,IMP,MLN_USD,A,2019,58828.947,
MAR,TRADEGOODSERV,IMP,MLN_USD,A,2020,51669.044,
SGP,TRADEGOODSERV,EXP,MLN_USD,A,2017,587795.319,
SGP,TRADEGOODSERV,EXP,MLN_USD,A,2018,633139.272,
SGP,TRADEGOODSERV,EXP,MLN_USD,A,2019,634088.848,
SGP,TRADEGOODSERV,EXP,MLN_USD,A,2020,606694.452,
SGP,TRADEGOODSERV,IMP,MLN_USD,A,2017,501740.512,
SGP,TRADEGOODSERV,IMP,MLN_USD,A,2018,539229.211,
SGP,TRADEGOODSERV,IMP,MLN_USD,A,2019,540364.555,
SGP,TRADEGOODSERV,IMP,MLN_USD,A,2020,502129.289,
EU27_2020,TRADEGOODSERV,EXP,MLN_USD,A,2017,6990468.973,
EU27_2020,TRADEGOODSERV,EXP,MLN_USD,A,2018,7256511.865,
EU27_2020,TRADEGOODSERV,EXP,MLN_USD,A,2019,7475253.774,
EU27_2020,TRADEGOODSERV,EXP,MLN_USD,A,2020,6844191.944,
EU27_2020,TRADEGOODSERV,EXP,MLN_USD,A,2021,7573316.557,
EU27_2020,TRADEGOODSERV,IMP,MLN_USD,A,2017,6390594.646,
EU27_2020,TRADEGOODSERV,IMP,MLN_USD,A,2018,6657199.376,
EU27_2020,TRADEGOODSERV,IMP,MLN_USD,A,2019,6961905.019,
EU27_2020,TRADEGOODSERV,IMP,MLN_USD,A,2020,6390357.996,
EU27_2020,TRADEGOODSERV,IMP,MLN_USD,A,2021,6983414.573,
SAU,TRADEGOODSERV,EXP,MLN_USD,A,2017,228201.003,
SAU,TRADEGOODSERV,EXP,MLN_USD,A,2018,244539.601,
SAU,TRADEGOODSERV,EXP,MLN_USD,A,2019,232320.286,
SAU,TRADEGOODSERV,EXP,MLN_USD,A,2020,207271.889,
SAU,TRADEGOODSERV,IMP,MLN_USD,A,2017,202930.876,
SAU,TRADEGOODSERV,IMP,MLN_USD,A,2018,208236.389,
SAU,TRADEGOODSERV,IMP,MLN_USD,A,2019,228187.295,
SAU,TRADEGOODSERV,IMP,MLN_USD,A,2020,170786.432,
SRB,TRADEGOODSERV,EXP,MLN_USD,A,2017,21718.228,
SRB,TRADEGOODSERV,EXP,MLN_USD,A,2018,23347.487,
SRB,TRADEGOODSERV,EXP,MLN_USD,A,2019,25137.796,
SRB,TRADEGOODSERV,EXP,MLN_USD,A,2020,24076.318,
SRB,TRADEGOODSERV,IMP,MLN_USD,A,2017,24620.341,
SRB,TRADEGOODSERV,IMP,MLN_USD,A,2018,27276.789,
SRB,TRADEGOODSERV,IMP,MLN_USD,A,2019,30186.204,
SRB,TRADEGOODSERV,IMP,MLN_USD,A,2020,29095.33,
ALB,TRADEGOODSERV,EXP,MLN_USD,A,2017,3914.837,
ALB,TRADEGOODSERV,EXP,MLN_USD,A,2018,4072.439,
ALB,TRADEGOODSERV,EXP,MLN_USD,A,2019,4179.78,P
ALB,TRADEGOODSERV,EXP,MLN_USD,A,2020,3110.722,E
ALB,TRADEGOODSERV,IMP,MLN_USD,A,2017,5874.926,
ALB,TRADEGOODSERV,IMP,MLN_USD,A,2018,6015.746,
ALB,TRADEGOODSERV,IMP,MLN_USD,A,2019,6153.485,P
ALB,TRADEGOODSERV,IMP,MLN_USD,A,2020,4929.178,E
GEO,TRADEGOODSERV,EXP,MLN_USD,A,2017,7418.599,
GEO,TRADEGOODSERV,EXP,MLN_USD,A,2018,8164.649,
GEO,TRADEGOODSERV,EXP,MLN_USD,A,2019,8962.879,
GEO,TRADEGOODSERV,EXP,MLN_USD,A,2020,5590.934,
GEO,TRADEGOODSERV,IMP,MLN_USD,A,2017,9582.405,
GEO,TRADEGOODSERV,IMP,MLN_USD,A,2018,10566.03,
GEO,TRADEGOODSERV,IMP,MLN_USD,A,2019,11266.139,
GEO,TRADEGOODSERV,IMP,MLN_USD,A,2020,9396.771,
