"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","TRADEGOODSERV","EXP","PC_GDP","A","2021",29.9475039619651,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2017",32.0132141063066,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.7242853866575,
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2019",32.549417775836,"E"
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2020",29.893784250888,"E"
"FRA","TRADEGOODSERV","IMP","PC_GDP","A","2021",32.0187581333024,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2017",47.1630406836519,
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2018",47.3010457679357,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2019",46.6242388472224,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2020",43.4168953188659,"E"
"DEU","TRADEGOODSERV","EXP","PC_GDP","A","2021",47.4590687331612,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2017",40.0741622693716,
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2018",41.1333606503833,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2019",40.9754271812515,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2020",37.6916521160722,"E"
"DEU","TRADEGOODSERV","IMP","PC_GDP","A","2021",41.9267242103612,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2017",35.0340921129943,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2018",38.9929040453993,
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2019",40.1321541162754,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2020",31.9840015248304,"E"
"GRC","TRADEGOODSERV","EXP","PC_GDP","A","2021",40.6295936980638,"E"
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2017",36.5448541834351,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2018",41.1571183136614,
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2019",41.8586773743501,"E"
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2020",39.5989191991013,"E"
"GRC","TRADEGOODSERV","IMP","PC_GDP","A","2021",48.5544247523157,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2017",85.9051279720301,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2018",83.7442636315693,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2019",81.7759334458363,
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2020",79.4800081077794,"E"
"HUN","TRADEGOODSERV","EXP","PC_GDP","A","2021",81.6441338128984,"E"
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2017",79.2956261668863,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2018",79.4947050218614,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2019",79.4602867499491,
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2020",77.7783538419711,"E"
"HUN","TRADEGOODSERV","IMP","PC_GDP","A","2021",80.8819130416648,"E"
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2017",45.7322400083966,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2018",46.6386619677205,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2019",44.3109155846956,
"ISL","TRADEGOODSERV","EXP","PC_GDP","A","2020",34.238881433452,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2017",41.2467069499668,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2018",43.3146624597346,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2019",39.7799498157411,
"ISL","TRADEGOODSERV","IMP","PC_GDP","A","2020",34.9733373984228,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2017",121.126409841373,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2018",122.990378863211,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2019",127.927930298707,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2020",131.11255983526,
"IRL","TRADEGOODSERV","EXP","PC_GDP","A","2021",134.841572066656,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2017",99.0242863922827,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2018",94.4348454566275,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2019",124.407131892401,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2020",108.838469244491,
"IRL","TRADEGOODSERV","IMP","PC_GDP","A","2021",94.5561659785372,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2017",30.733733319636,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2018",31.3535542007886,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2019",31.602678297603,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2020",29.5325109400603,
"ITA","TRADEGOODSERV","EXP","PC_GDP","A","2021",32.6273925230282,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","2017",27.8704426276557,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","2018",28.9499970418731,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","2019",28.2767918537434,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","2020",25.8701307761856,
"ITA","TRADEGOODSERV","IMP","PC_GDP","A","2021",29.9485055504901,
"JPN","TRADEGOODSERV","EXP","PC_GDP","A","2017",17.5914391047836,
"JPN","TRADEGOODSERV","EXP","PC_GDP","A","2018",18.3260176546997,
"JPN","TRADEGOODSERV","EXP","PC_GDP","A","2019",17.4453778322738,
"JPN","TRADEGOODSERV","EXP","PC_GDP","A","2020",15.5585542763298,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2017",16.831774467385,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2018",18.3060461935761,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2019",17.7344423690114,
"JPN","TRADEGOODSERV","IMP","PC_GDP","A","2020",15.8001573523187,
"KOR","TRADEGOODSERV","EXP","PC_GDP","A","2017",40.9342069409884,
"KOR","TRADEGOODSERV","EXP","PC_GDP","A","2018",41.7132908430894,
"KOR","TRADEGOODSERV","EXP","PC_GDP","A","2019",39.2758610673609,
"KOR","TRADEGOODSERV","EXP","PC_GDP","A","2020",36.4458591055729,"E"
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2017",36.1867108656532,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2018",37.2755746703469,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2019",36.4812778978581,
"KOR","TRADEGOODSERV","IMP","PC_GDP","A","2020",32.7696616159181,"E"
"LUX","TRADEGOODSERV","EXP","PC_GDP","A","2017",192.747503540731,
"LUX","TRADEGOODSERV","EXP","PC_GDP","A","2018",196.419701758415,
"LUX","TRADEGOODSERV","EXP","PC_GDP","A","2019",205.482077538516,
"LUX","TRADEGOODSERV","EXP","PC_GDP","A","2020",204.690740682464,
"LUX","TRADEGOODSERV","EXP","PC_GDP","A","2021",212.117151558876,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2017",161.046488439573,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2018",163.71243456543,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2019",174.622129572699,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2020",171.604294392982,
"LUX","TRADEGOODSERV","IMP","PC_GDP","A","2021",176.730576790548,
"MEX","TRADEGOODSERV","EXP","PC_GDP","A","2017",37.6515684577081,
"MEX","TRADEGOODSERV","EXP","PC_GDP","A","2018",39.2575517374039,
"MEX","TRADEGOODSERV","EXP","PC_GDP","A","2019",38.8092813307908,"E"
"MEX","TRADEGOODSERV","EXP","PC_GDP","A","2020",39.6030465121765,"E"
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2017",39.4641760467353,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2018",41.3018324998763,
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2019",39.0639791777575,"E"
"MEX","TRADEGOODSERV","IMP","PC_GDP","A","2020",37.5557252363222,"E"
"NLD","TRADEGOODSERV","EXP","PC_GDP","A","2017",83.391768024212,
"NLD","TRADEGOODSERV","EXP","PC_GDP","A","2018",84.6834636757465,
"NLD","TRADEGOODSERV","EXP","PC_GDP","A","2019",82.5377127008628,
"NLD","TRADEGOODSERV","EXP","PC_GDP","A","2020",77.8566295252439,"E"
"NLD","TRADEGOODSERV","EXP","PC_GDP","A","2021",84.0176403628635,"E"
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2017",72.6364431968743,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2018",74.1397465332105,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2019",72.7329639446286,
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2020",67.447990551122,"E"
"NLD","TRADEGOODSERV","IMP","PC_GDP","A","2021",72.8482039559294,"E"
"NZL","TRADEGOODSERV","EXP","PC_GDP","A","2017",27.5639262183464,
"NZL","TRADEGOODSERV","EXP","PC_GDP","A","2018",27.8715229150548,
"NZL","TRADEGOODSERV","EXP","PC_GDP","A","2019",27.318831856331,
"NZL","TRADEGOODSERV","EXP","PC_GDP","A","2020",21.866730227413,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2017",26.6172404781227,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2018",27.9162463641795,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2019",27.0200359913201,
"NZL","TRADEGOODSERV","IMP","PC_GDP","A","2020",22.2548174767606,
"NOR","TRADEGOODSERV","EXP","PC_GDP","A","2017",36.3329956891189,
"NOR","TRADEGOODSERV","EXP","PC_GDP","A","2018",37.9716930695855,
"NOR","TRADEGOODSERV","EXP","PC_GDP","A","2019",36.2631065552701,
"NOR","TRADEGOODSERV","EXP","PC_GDP","A","2020",32.2452592790462,
"NOR","TRADEGOODSERV","EXP","PC_GDP","A","2021",41.5686606658955,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2017",32.8314289511808,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.2379357888517,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2019",34.7812983024478,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2020",33.0852196473199,
"NOR","TRADEGOODSERV","IMP","PC_GDP","A","2021",29.1123066966464,
"POL","TRADEGOODSERV","EXP","PC_GDP","A","2017",54.1610234014378,
"POL","TRADEGOODSERV","EXP","PC_GDP","A","2018",55.2414620408144,
"POL","TRADEGOODSERV","EXP","PC_GDP","A","2019",55.3958465881068,
"POL","TRADEGOODSERV","EXP","PC_GDP","A","2020",56.1843263464818,
"POL","TRADEGOODSERV","EXP","PC_GDP","A","2021",60.9067548894456,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2017",50.3934748358532,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2018",52.1788028120883,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2019",50.6394778647645,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2020",49.3911433404852,
"POL","TRADEGOODSERV","IMP","PC_GDP","A","2021",56.709001973411,
"PRT","TRADEGOODSERV","EXP","PC_GDP","A","2017",42.7242663980773,
"PRT","TRADEGOODSERV","EXP","PC_GDP","A","2018",43.4457190264876,
"PRT","TRADEGOODSERV","EXP","PC_GDP","A","2019",43.5084218458323,
"PRT","TRADEGOODSERV","EXP","PC_GDP","A","2020",37.0322192576369,"E"
"PRT","TRADEGOODSERV","EXP","PC_GDP","A","2021",41.9679404819053,"E"
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2017",41.7148741234948,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2018",42.9830419043532,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2019",43.0562955633461,
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2020",39.1444539051354,"E"
"PRT","TRADEGOODSERV","IMP","PC_GDP","A","2021",44.9601484566403,"E"
"SVK","TRADEGOODSERV","EXP","PC_GDP","A","2017",95.3293661933427,
"SVK","TRADEGOODSERV","EXP","PC_GDP","A","2018",96.2887867213636,
"SVK","TRADEGOODSERV","EXP","PC_GDP","A","2019",92.2647855909969,
"SVK","TRADEGOODSERV","EXP","PC_GDP","A","2020",85.4367747748779,
"SVK","TRADEGOODSERV","EXP","PC_GDP","A","2021",93.8589127675851,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2017",93.1398857677318,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2018",94.4098081778484,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2019",91.8659074985651,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2020",84.5103988843176,
"SVK","TRADEGOODSERV","IMP","PC_GDP","A","2021",94.4992164483724,
"ESP","TRADEGOODSERV","EXP","PC_GDP","A","2017",35.1494620296471,
"ESP","TRADEGOODSERV","EXP","PC_GDP","A","2018",35.1625876058272,
"ESP","TRADEGOODSERV","EXP","PC_GDP","A","2019",34.954655951783,"E"
"ESP","TRADEGOODSERV","EXP","PC_GDP","A","2020",30.6209378687782,"E"
"ESP","TRADEGOODSERV","EXP","PC_GDP","A","2021",34.5638465362254,"E"
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2017",31.5431112166883,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2018",32.4455499605654,
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2019",32.0246710195881,"E"
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2020",29.1477858153854,"E"
"ESP","TRADEGOODSERV","IMP","PC_GDP","A","2021",33.0921849984289,"E"
"SWE","TRADEGOODSERV","EXP","PC_GDP","A","2017",43.734721932138,
"SWE","TRADEGOODSERV","EXP","PC_GDP","A","2018",45.6830615126713,
"SWE","TRADEGOODSERV","EXP","PC_GDP","A","2019",47.8092109523511,
"SWE","TRADEGOODSERV","EXP","PC_GDP","A","2020",44.5796532928676,
"SWE","TRADEGOODSERV","EXP","PC_GDP","A","2021",46.256966069118,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2017",41.2000275021437,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2018",43.4481368827908,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2019",43.6246180157354,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2020",39.944286085517,
"SWE","TRADEGOODSERV","IMP","PC_GDP","A","2021",41.9050509146273,
"CHE","TRADEGOODSERV","EXP","PC_GDP","A","2017",65.0797829019506,
"CHE","TRADEGOODSERV","EXP","PC_GDP","A","2018",66.1556552859033,
"CHE","TRADEGOODSERV","EXP","PC_GDP","A","2019",65.5317043635331,
"CHE","TRADEGOODSERV","EXP","PC_GDP","A","2020",62.3420185793006,
"CHE","TRADEGOODSERV","EXP","PC_GDP","A","2021",69.9447166958452,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2017",54.1902542776314,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2018",53.8209799086673,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2019",53.6838321948358,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2020",53.5473810714638,
"CHE","TRADEGOODSERV","IMP","PC_GDP","A","2021",55.1615646640715,
"TUR","TRADEGOODSERV","EXP","PC_GDP","A","2017",26.039422340934,
"TUR","TRADEGOODSERV","EXP","PC_GDP","A","2018",31.1528780673527,
"TUR","TRADEGOODSERV","EXP","PC_GDP","A","2019",32.5973545861246,
"TUR","TRADEGOODSERV","EXP","PC_GDP","A","2020",28.6648559516615,
"TUR","TRADEGOODSERV","EXP","PC_GDP","A","2021",35.3956283279095,"E"
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2017",29.7227463934139,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2018",31.4014913832561,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2019",30.0145261290846,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2020",32.4757475713119,
"TUR","TRADEGOODSERV","IMP","PC_GDP","A","2021",35.8170961383278,"E"
"GBR","TRADEGOODSERV","EXP","PC_GDP","A","2017",30.0456859641903,
"GBR","TRADEGOODSERV","EXP","PC_GDP","A","2018",30.5063972258759,
"GBR","TRADEGOODSERV","EXP","PC_GDP","A","2019",31.0049780892243,
"GBR","TRADEGOODSERV","EXP","PC_GDP","A","2020",28.1208336159313,
"GBR","TRADEGOODSERV","EXP","PC_GDP","A","2021",26.7064681854641,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","2017",31.3090714367118,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","2018",31.8078256790441,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","2019",31.9222909053986,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","2020",27.9880203247538,
"GBR","TRADEGOODSERV","IMP","PC_GDP","A","2021",27.9474143610795,
"USA","TRADEGOODSERV","EXP","PC_GDP","A","2017",12.2371875472128,
"USA","TRADEGOODSERV","EXP","PC_GDP","A","2018",12.3422388845919,
"USA","TRADEGOODSERV","EXP","PC_GDP","A","2019",11.7895301559727,
"USA","TRADEGOODSERV","EXP","PC_GDP","A","2020",10.162897548386,
"USA","TRADEGOODSERV","IMP","PC_GDP","A","2017",15.0089711695139,
"USA","TRADEGOODSERV","IMP","PC_GDP","A","2018",15.246615471727,
"USA","TRADEGOODSERV","IMP","PC_GDP","A","2019",14.579380254571,
"USA","TRADEGOODSERV","IMP","PC_GDP","A","2020",13.279557433119,
"CHL","TRADEGOODSERV","EXP","PC_GDP","A","2017",28.4368472341405,
"CHL","TRADEGOODSERV","EXP","PC_GDP","A","2018",28.5071835465255,
"CHL","TRADEGOODSERV","EXP","PC_GDP","A","2019",28.0231115885909,
"CHL","TRADEGOODSERV","EXP","PC_GDP","A","2020",31.5448682321323,
"CHL","TRADEGOODSERV","IMP","PC_GDP","A","2017",27.2171741676453,
"CHL","TRADEGOODSERV","IMP","PC_GDP","A","2018",28.8144392127022,
"CHL","TRADEGOODSERV","IMP","PC_GDP","A","2019",28.8513514165988,
"CHL","TRADEGOODSERV","IMP","PC_GDP","A","2020",26.2969679649576,
"CHN","TRADEGOODSERV","EXP","PC_GDP","A","2017",19.6922757669139,
"CHN","TRADEGOODSERV","EXP","PC_GDP","A","2018",19.1121041431179,
"CHN","TRADEGOODSERV","EXP","PC_GDP","A","2019",18.4151909276046,
"CHN","TRADEGOODSERV","EXP","PC_GDP","A","2020",18.4969182646218,
"CHN","TRADEGOODSERV","IMP","PC_GDP","A","2017",17.9401351383834,
"CHN","TRADEGOODSERV","IMP","PC_GDP","A","2018",18.3447476076686,
"CHN","TRADEGOODSERV","IMP","PC_GDP","A","2019",17.2648930717209,
"CHN","TRADEGOODSERV","IMP","PC_GDP","A","2020",16.0099843895487,
"EST","TRADEGOODSERV","EXP","PC_GDP","A","2017",75.8098519878714,
"EST","TRADEGOODSERV","EXP","PC_GDP","A","2018",74.4691942920162,
"EST","TRADEGOODSERV","EXP","PC_GDP","A","2019",74.0465862349163,
"EST","TRADEGOODSERV","EXP","PC_GDP","A","2020",71.1758180529909,
"EST","TRADEGOODSERV","EXP","PC_GDP","A","2021",80.5243314045208,
"EST","TRADEGOODSERV","IMP","PC_GDP","A","2017",71.753865414555,
"EST","TRADEGOODSERV","IMP","PC_GDP","A","2018",71.8713582605753,
"EST","TRADEGOODSERV","IMP","PC_GDP","A","2019",69.8905231069897,
"EST","TRADEGOODSERV","IMP","PC_GDP","A","2020",70.69354523372,
"EST","TRADEGOODSERV","IMP","PC_GDP","A","2021",80.2616094090448,
"IND","TRADEGOODSERV","EXP","PC_GDP","A","2017",18.791764839303,
"IND","TRADEGOODSERV","EXP","PC_GDP","A","2018",19.94124067639,
"IND","TRADEGOODSERV","EXP","PC_GDP","A","2019",18.4293865080199,
"IND","TRADEGOODSERV","IMP","PC_GDP","A","2017",21.9507321152347,
"IND","TRADEGOODSERV","IMP","PC_GDP","A","2018",23.6574164799226,
"IND","TRADEGOODSERV","IMP","PC_GDP","A","2019",20.9573845344625,
"IDN","TRADEGOODSERV","EXP","PC_GDP","A","2017",20.1773044351113,
"IDN","TRADEGOODSERV","EXP","PC_GDP","A","2018",21.0027464972468,
"IDN","TRADEGOODSERV","EXP","PC_GDP","A","2019",18.5915277970902,
"IDN","TRADEGOODSERV","EXP","PC_GDP","A","2020",17.2714213388669,"E"
"IDN","TRADEGOODSERV","EXP","PC_GDP","A","2021",21.5608110101503,"E"
"IDN","TRADEGOODSERV","IMP","PC_GDP","A","2017",19.1781926353478,
"IDN","TRADEGOODSERV","IMP","PC_GDP","A","2018",22.0715624579513,
"IDN","TRADEGOODSERV","IMP","PC_GDP","A","2019",19.0362497386225,
"IDN","TRADEGOODSERV","IMP","PC_GDP","A","2020",15.7041742336216,"E"
"IDN","TRADEGOODSERV","IMP","PC_GDP","A","2021",18.8619567220127,"E"
"ISR","TRADEGOODSERV","EXP","PC_GDP","A","2017",29.4458049769384,
"ISR","TRADEGOODSERV","EXP","PC_GDP","A","2018",29.998044720039,
"ISR","TRADEGOODSERV","EXP","PC_GDP","A","2019",29.5134379745036,
"ISR","TRADEGOODSERV","EXP","PC_GDP","A","2020",28.0316266638561,
"ISR","TRADEGOODSERV","EXP","PC_GDP","A","2021",29.7043906654056,
"ISR","TRADEGOODSERV","IMP","PC_GDP","A","2017",27.545903071165,
"ISR","TRADEGOODSERV","IMP","PC_GDP","A","2018",29.1640392444199,
"ISR","TRADEGOODSERV","IMP","PC_GDP","A","2019",27.3219232646284,
"ISR","TRADEGOODSERV","IMP","PC_GDP","A","2020",23.3829826606953,
